Name,GID,Source,Xa4,xa5,Xa7,xa13,Xa21,Pita,Pi9,Pi54,Pi35(t)
IR 107971-B-B RGA-B RGA-582,300611744,IRRI,R,S,S,S,S,R,S,S,
IR 100097-B-B RGA-B RGA-26-1,300431145,IRRI,R,S,S,S,S,R,S,S,
IR 107976-B-19-2-1-1,300608068,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-98,300611257,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-195,300611294,IRRI,R,S,S,S,S,S,S,S,
IR 108000-B-58-1-2-1,300607988,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-414,300611389,IRRI,R,S,S,S,S,,S,S,
IR 106236-B-B-B-PRN B-PRN B-PRN 261,4789235,IRRI,R,S,S,S,S,R,S,S,
IR 106236-B-B-B-PRN B-PRN B-PRN 40,4789014,IRRI,R,S,S,S,S,R,S,S,
IR 106236-B-B-B-PRN B-PRN B-PRN 226,4789200,IRRI,R,S,S,S,S,R,S,S,
IR 107976-B-19-1-2-1,300608066,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-74,300611248,IRRI,R,S,S,S,S,S,S,S,
IR 107976-B-19-3-1-1,300608071,IRRI,R,S,S,S,S,S,S,S,
IR 100097-B-B RGA-B RGA-32-1,300431150,IRRI,R,R,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-265,300611325,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-20-1-2-1,300608004,IRRI,R,R,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-101,300611259,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-472,300611690,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-190,300611292,IRRI,R,S,S,S,S,S,S,S,
IR 108000-B-36-2-1-1,300607962,IRRI,R,R,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-455,300611403,IRRI,R,S,S,S,S,R,S,S,
IR 106236-B-B-B-PRN B-PRN B-PRN 239,4789213,IRRI,R,S,S,S,S,S,S,S,
IR 106236-B-B-B-PRN B-PRN B-PRN 11,4788985,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-377,300611643,IRRI,R,R,S,S,S,S,S,S,
IR 106236-B-B-B-PRN B-PRN B-PRN 62,4789036,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-151,300611280,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-221,300611570,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-512,300611707,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-299,300611165,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-262,300611591,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-306,300611166,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-466,300611408,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-498,300611423,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-245,300611582,IRRI,R,R,S,S,S,R,S,S,
IR 99993-B-B RGA-B RGA-B RGA-292-1,300431090,IRRI,R,S,S,S,S,R,S,R,
IR 108000-B-40-1-2-1,300607969,IRRI,R,,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-389,300611378,IRRI,S,R,S,S,S,S,S,S,
IR 100097-B-B RGA-B RGA-143-1,300431192,IRRI,R,R,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-66,300611493,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-14,300611213,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-334,300611167,IRRI,R,,S,S,S,,S,S,
IR 107971-B-B RGA-B RGA-313,300611610,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-253,300611586,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-159,300611541,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-453,300611402,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-567,300611453,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-15,300611466,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-223,300611571,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-279,300611331,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-365,300611367,IRRI,R,S,S,S,S,S,S,S,
IR 99993-B-B RGA-B RGA-B RGA-236-1,300431079,IRRI,R,,S,S,S,,S,S,
IR 107976-B-20-1-1-1,300608074,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-495,300611205,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-561,300611450,IRRI,R,R,S,S,S,R,S,S,
IR 100097-B-B RGA-B RGA-257-1,300431219,IRRI,R,R,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-309,300611608,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-251,300611585,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-378,300611373,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-516,300611709,IRRI,R,S,S,S,S,R,S,S,
IR 99993-B-B RGA-B RGA-B RGA-489-1,300431120,IRRI,R,R,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-164,300611286,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-328,300611352,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-557,300611730,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-80,300611500,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-367,300611368,IRRI,R,S,S,S,S,S,S,S,
IR 107976-B-8-2-2-1,300608056,IRRI,S,,S,S,S,S,S,S,
IR 99993-B-B RGA-B RGA-B RGA-187,300293642,IRRI,R,R,S,S,S,R,S,R,
IR 107971-B-B RGA-B RGA-188,300611291,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-482,300611203,IRRI,R,S,S,S,S,R,S,S,
IR 108000-B-36-1-1-1,300607960,IRRI,R,R,S,S,S,R,S,S,
IR 99993-B-B RGA-B RGA-B RGA-289,300293744,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-401,300611383,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-82,300611501,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-497,300611699,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-9-3-3-1,300607997,IRRI,R,R,S,S,S,R,S,S,
IR 99993-B-B RGA-B RGA-B RGA-281-1,300431086,IRRI,R,R,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-181,300611551,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-202,300611163,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-142,300611277,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-206,300611563,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-23,300611217,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-177,300611159,IRRI,R,S,S,S,S,S,S,S,
IR 100097-B-B RGA-B RGA-90-1,300431172,IRRI,R,R,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-524,300611435,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-580,300611458,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-61,300611491,IRRI,,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-20,300611469,IRRI,R,S,S,S,S,R,S,S,
IR 99993-B-B RGA-B RGA-B RGA-466-1,300431110,IRRI,R,R,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-3,300611459,IRRI,R,S,S,S,S,,S,S,
IR 99993-B-B RGA-B RGA-B RGA-82-1,300431070,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-230,300611575,IRRI,R,S,S,S,S,S,S,S,
IR 107976-B-9-3-2-1,300608060,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-21,300611216,IRRI,R,S,S,S,S,,S,S,
IR 107971-B-B RGA-B RGA-456,300611682,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-139,300611182,IRRI,R,S,S,S,S,S,S,S,
IR 108000-B-36-2-3-1,300607963,IRRI,R,R,S,S,S,R,S,S,
IR 107971-B-B-B-B-26,300607600,IRRI,R,,S,S,S,,S,S,
IR 107971-B-B RGA-B RGA-595,300611747,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-538,300611720,IRRI,,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-583,300611234,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-285,300611334,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-22,300611470,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-520,300611711,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-238,300611579,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-536,300611719,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-362,300611168,IRRI,R,S,S,S,S,,S,S,
IR 99993-B-B RGA-B RGA-B RGA-168-1,300431073,IRRI,R,R,S,S,S,R,S,R,
IR 107971-B-B RGA-B RGA-254,300611587,IRRI,R,S,S,S,S,R,S,S,
IR 99993-B-B RGA-B RGA-B RGA-324,300293779,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-322,300611615,IRRI,R,S,S,S,S,R,S,S,
IR 99993-B-B RGA-B RGA-B RGA-387-1,300431096,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B-B-B-15,300607589,IRRI,R,R,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-11,300611212,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-552,300611446,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-45,300611483,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-597,300611749,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-89,300611505,IRRI,R,S,S,S,S,,S,S,
IR 107971-B-B RGA-B RGA-324,300611616,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-130,300611526,IRRI,R,S,S,S,S,S,S,S,
IR 108000-B-33-1-2-1,300607958,IRRI,R,S,S,S,,R,S,S,
IR 99993-B-B RGA-B RGA-B RGA-480-1,300431114,IRRI,R,,S,S,S,R,S,R,
IR 107976-B-B RGA-B RGA-415,300612238,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-341,300611357,IRRI,R,S,S,S,S,R,S,S,
IR 108000-B-B-B-B-19,300607548,IRRI,R,R,S,S,S,R,S,S,
IR 107971-B-B-B-B-35,300607609,IRRI,R,S,S,S,S,S,S,S,
IR 100097-B-B RGA-B RGA-16-1,300431136,IRRI,R,R,S,S,S,R,S,S,
IR 99993-B-B RGA-B RGA-B RGA-265,300293720,IRRI,R,S,S,S,S,R,S,R,
IR 107971-B-B RGA-B RGA-522,300611434,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-20-1-3-1,300608005,IRRI,R,,S,S,S,,S,S,
IR 108000-B-B-B-B-13,300607542,IRRI,R,S,S,S,S,R,S,S,
IR 100097-B-B RGA-B RGA-211-1,300431206,IRRI,R,R,S,S,S,R,S,S,
IR 108000-B-49-3-2-1,300607979,IRRI,R,,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-35,300611222,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-531,300611716,IRRI,R,S,S,S,S,R,S,S,
IR 99993-B-B RGA-B RGA-B RGA-229-1,300431077,IRRI,R,R,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-9,300611211,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-451,300611401,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-287,300611335,IRRI,R,S,S,S,S,,S,S,
IR 107971-B-B RGA-B RGA-255,300611320,IRRI,R,S,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-440,300612250,IRRI,R,S,S,S,S,S,S,S,
IR 107976-B-B-B-B-8,300607652,IRRI,R,,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-359,300611635,IRRI,R,S,S,S,S,S,S,S,
IR 100097-B-B RGA-B RGA-185-1,300431200,IRRI,R,R,S,S,S,R,S,S,
IR 99993-B-B RGA-B RGA-B RGA-50,300293505,IRRI,R,R,S,S,S,R,S,R,
IR 107971-B-B RGA-B RGA-140,300611276,IRRI,R,S,S,S,S,S,S,S,
IR 108000-B-B-B-B-36,300607565,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-416,300611390,IRRI,,S,,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-24,300611471,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-396,300611381,IRRI,S,,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-553,300611728,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-373,300611371,IRRI,R,S,S,S,S,S,R,S,
IR 99993-B-B RGA-B RGA-B RGA-65,300293520,IRRI,R,R,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-542,300612311,IRRI,R,S,S,S,S,S,S,S,
IR 107995-B-B RGA-B RGA-64-1,300431704,IRRI,R,,S,S,,R,S,S,
IR 107971-B-28-1-1-1,300608018,IRRI,R,R,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-291,300611921,IRRI,R,S,S,S,S,R,S,S,
IR 100097-B-B RGA-B RGA-60-1,300431162,IRRI,R,R,S,S,S,R,S,S,
IR 107989-B-39-3-2-1,300608038,IRRI,R,R,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-480,300612269,IRRI,,S,S,S,S,R,S,S,
IR 107995-B-B RGA-B RGA-4-1,300431696,IRRI,R,S,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-56,300611825,IRRI,R,S,S,S,S,R,S,S,
IR 99993-B-B RGA-B RGA-B RGA-331-1,300431093,IRRI,R,R,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-60,300611153,IRRI,S,S,S,S,S,S,S,S,
IR 107976-B-B RGA-B RGA-119,300612096,IRRI,R,,S,S,S,S,S,S,
IR 107976-B-B RGA-B RGA-175,300611875,IRRI,R,R,S,S,S,R,S,S,
IR 107971-B-B-B-B-36,300607610,IRRI,R,R,S,S,S,R,S,S,
IR 107976-B-20-1-2-1,300608075,IRRI,R,S,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-48,300612061,IRRI,R,S,S,S,S,R,S,S,
IR 107976-B-B-B-B-16,300607660,IRRI,S,R,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-364,300611638,IRRI,R,S,S,S,S,,S,S,
IR 107976-B-B RGA-B RGA-7,300612005,IRRI,R,S,S,S,S,R,S,S,
IR 99993-B-B RGA-B RGA-B RGA-262,300293717,IRRI,R,R,S,S,S,R,S,S,
IR 99993-B-B RGA-B RGA-B RGA-127,300293582,IRRI,R,R,S,S,S,R,S,R,
IR 107971-B-B RGA-B RGA-301,300611193,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-183,300611552,IRRI,R,S,S,S,S,,S,S,
IR 107976-B-B RGA-B RGA-262,300612163,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-264,300611592,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-314,300611611,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B-B-B-21,300607595,IRRI,R,S,S,S,S,S,S,S,
IR 107976-B-B RGA-B RGA-60,300611827,IRRI,R,S,S,S,S,S,S,S,
IR 99993-B-B RGA-B RGA-B RGA-173,300293628,IRRI,R,S,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-55,300612065,IRRI,R,S,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-71,300611832,IRRI,,S,,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-470,300611997,IRRI,R,S,S,S,S,S,S,S,
IR 107976-B-B RGA-B RGA-414,300612237,IRRI,R,S,S,S,S,R,S,S,
IR 99993-B-B RGA-B RGA-B RGA-386,300293841,IRRI,R,S,S,S,S,R,S,S,
IR 107976-B-B-B-B-19,300607663,IRRI,R,S,S,S,S,R,S,S,
IR 99993-B-B RGA-B RGA-B RGA-143,300293598,IRRI,R,R,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-413,300611661,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-460,300611684,IRRI,R,S,S,S,S,S,S,S,
IR 107976-B-B RGA-B RGA-416,300611974,IRRI,R,S,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-364,300611953,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-523,300611713,IRRI,R,,S,S,S,R,S,S,
IR 107995-B-B RGA-B RGA-2-1,300431695,IRRI,R,,S,S,S,R,S,S,
IR 108000-B-36-3-3-1,300607964,IRRI,R,R,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-466,300611995,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-34,300611477,IRRI,R,S,S,S,S,S,S,S,
IR 107976-B-B RGA-B RGA-152,300612112,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-556,300611448,IRRI,R,S,S,S,S,R,S,S,
IR 99993-B-B RGA-B RGA-B RGA-71-1,300431066,IRRI,R,S,S,S,S,R,S,S,
IR 100097-B-B RGA-B RGA-6-1,300431131,IRRI,R,R,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-304,300611927,IRRI,R,S,S,S,S,S,S,S,
IR 100097-B-B RGA-B RGA-28-1,300431146,IRRI,R,R,S,S,S,R,S,S,
IR 107971-B-B-B-B-23,300607597,IRRI,R,R,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-301,300612182,IRRI,R,S,S,S,S,S,S,S,
IR 100097-B-B RGA-B RGA-1-1,300431128,IRRI,R,S,S,S,S,S,S,S,
IR 100097-B-B RGA-B RGA-101-1,300431177,IRRI,R,R,S,S,S,R,S,S,
IR 108000-B-B-B-B-16,300607545,IRRI,R,S,S,S,S,R,S,S,
IR 99993-B-B RGA-B RGA-B RGA-6-1,300431059,IRRI,R,R,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-518,300611710,IRRI,R,S,S,S,S,R,S,S,
IR 100097-B-B RGA-B RGA-127-1,300431189,IRRI,R,R,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-266,300612165,IRRI,R,S,S,S,S,S,S,S,
IR 107976-B-B RGA-B RGA-493,300612276,IRRI,R,S,S,S,S,S,S,S,
IR 107982-B-10-3-1-1,300608119,IRRI,,,,,,,,,
IR 100097-B-B RGA-B RGA-13-1,300431133,IRRI,R,R,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-154,300612113,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-27,300611473,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-9-2-2-1,300607995,IRRI,R,,S,S,S,,S,S,
IR 107971-B-B RGA-B RGA-227,300611573,IRRI,R,R,S,S,S,R,S,S,
IR 107971-B-B-B-B-25,300607599,IRRI,R,R,S,S,S,S,S,S,
IR 107976-B-B RGA-B RGA-63,300612069,IRRI,R,S,S,S,S,S,S,S,
IR 100097-B-B RGA-B RGA-45-1,300431155,IRRI,R,R,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-53,300612064,IRRI,R,S,S,S,S,S,S,S,
IR 108000-B-B-B-B-23,300607552,IRRI,S,S,S,S,S,S,S,S,
IR 107976-B-B RGA-B RGA-131,300611858,IRRI,R,S,S,S,S,R,S,S,
IR 108000-B-B-B-B-30,300607559,IRRI,R,S,S,S,S,S,S,S,
IR 107976-B-B RGA-B RGA-377,300611958,IRRI,R,S,S,S,S,S,S,S,
IR 107976-B-B RGA-B RGA-337,300612200,IRRI,R,S,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-162,300611870,IRRI,R,S,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-349,300611946,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B-B-B-10,300607584,IRRI,R,,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-463,300611775,IRRI,R,S,S,S,S,R,S,S,
IR 99993-B-B RGA-B RGA-B RGA-239-1,300431081,IRRI,R,S,S,S,S,R,S,R,
IR 107976-B-B-B-B-11,300607655,IRRI,S,R,S,S,S,S,S,S,
IR 107976-B-B RGA-B RGA-369,300611955,IRRI,R,S,S,S,S,R,S,S,
IR 100097-B-B RGA-B RGA-230-1,300431212,IRRI,R,R,S,S,S,R,S,S,
IR 107971-B-B-B-B-18,300607592,IRRI,R,S,S,S,S,R,S,S,
IR 107995-B-B RGA-B RGA-14,300296988,IRRI,R,S,S,S,S,S,S,S,
IR 99993-B-B RGA-B RGA-B RGA-408-1,300431099,IRRI,R,R,S,S,S,R,S,S,
IR 100097-B-B RGA-B RGA-215-1,300431209,IRRI,R,R,S,S,S,R,S,S,
IR 100097-B-B RGA-B RGA-3-1,300431130,IRRI,R,R,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-554,300612037,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B-B-B-11,300607585,IRRI,S,,S,S,,S,S,S,
IR 107971-B-B RGA-B RGA-355,300611633,IRRI,R,S,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-425,300612242,IRRI,S,S,S,S,S,S,S,S,
IR 108000-B-B-B-B-38,300607567,IRRI,R,,S,S,S,R,S,S,
IR 108000-B-58-2-2-1,300607990,IRRI,R,R,S,S,S,R,S,S,
IR 107971-B-B-B-B-7,300607581,IRRI,S,R,S,S,S,S,S,S,
IR 107976-B-B RGA-B RGA-340,300611943,IRRI,R,S,S,S,S,R,S,S,
IR 107976-B-B-B-B-21,300607665,IRRI,,R,S,S,S,S,S,S,
IR 107976-B-B RGA-B RGA-507,300612284,IRRI,R,S,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-330,300612196,IRRI,S,R,S,S,S,R,S,S,
IR 107971-B-B-B-B-1,300607575,IRRI,R,S,S,S,S,R,S,S,
IR 100097-B-B RGA-B RGA-77-1,300431165,IRRI,R,R,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-273,300612168,IRRI,R,R,S,S,S,R,S,S,
IR 107976-B-9-3-3-1,300608061,IRRI,R,S,S,S,S,S,S,S,
IR 107976-B-B-B-B-3,300607647,IRRI,R,S,S,S,S,,S,S,
IR 107976-B-B RGA-B RGA-475,300612267,IRRI,R,S,S,S,S,R,S,S,
IR 108000-B-36-1-2-1,300607961,IRRI,R,R,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-519,300612295,IRRI,R,S,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-515,300611808,IRRI,R,S,S,S,S,,S,S,
IR 107976-B-B RGA-B RGA-454,300612256,IRRI,R,S,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-403,300611969,IRRI,R,S,S,S,S,R,S,S,
IR 99993-B-B RGA-B RGA-B RGA-444-1,300431105,IRRI,R,R,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-44,300612059,IRRI,R,S,S,S,S,R,S,S,
IR 100097-B-B RGA-B RGA-201-1,300431204,IRRI,R,R,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-436,300612248,IRRI,R,S,S,S,S,S,S,S,
IR 107976-B-B RGA-B RGA-443,300612252,IRRI,,S,,S,S,S,S,S,
IR 107976-B-B RGA-B RGA-94,300612084,IRRI,R,,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-453,300611990,IRRI,R,S,S,S,S,S,S,S,
IR 100097-B-B RGA-B RGA-108-1,300431181,IRRI,R,S,S,S,R,S,S,S,
IR 107976-B-B RGA-B RGA-558,300612039,IRRI,R,S,S,S,S,S,S,S,
IR 107995-B-B RGA-B RGA-42-1,300431700,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-343,300611358,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-B RGA-B RGA-402,300611655,IRRI,R,S,S,S,S,S,S,S,
IR 108000-B-B-B-B-43,300607572,IRRI,R,R,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-418,300611975,IRRI,R,S,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-281,300612172,IRRI,R,S,S,S,S,S,S,S,
IR 107976-B-B RGA-B RGA-387,300612224,IRRI,R,S,S,S,S,S,S,S,
IR 107976-B-B RGA-B RGA-293,300611922,IRRI,R,S,S,S,S,R,S,S,
IR 107971-B-B RGA-B RGA-464,300611407,IRRI,R,S,S,S,S,S,S,S,
IR 107976-B-B RGA-B RGA-533,300612306,IRRI,R,S,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-365,300612213,IRRI,R,S,S,S,S,,S,S,
IR 107976-B-B RGA-B RGA-282,300611918,IRRI,R,S,S,S,S,,S,S,
IR 107971-B-9-1-1-1,300607994,IRRI,R,R,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-75,300611834,IRRI,R,S,S,S,S,,S,S,
IR 107971-B-B-B-B-12,300607586,IRRI,R,R,S,S,S,,S,S,
IR 108000-B-B-B-B-25,300607554,IRRI,R,S,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-295,300611797,IRRI,R,S,S,S,S,R,S,S,
IR 107995-B-B RGA-B RGA-57,300297031,IRRI,R,S,S,S,S,S,,S,
IR 107976-B-B RGA-B RGA-333,300612198,IRRI,R,S,S,S,S,S,S,S,
IR 107976-B-B RGA-B RGA-80,300611756,IRRI,R,S,S,S,S,S,S,S,
IR 107976-B-B RGA-B RGA-566,300612324,IRRI,R,,S,S,S,R,S,S,
IR 100097-B-B RGA-B RGA-121-1,300431187,IRRI,R,R,S,S,S,R,S,S,
IR 106239-B-B RGA-B RGA-138,300437939,IRRI,R,R,S,S,S,S,S,S,
IR 107976-B-B RGA-B RGA-397,300611966,IRRI,R,S,S,S,S,S,S,S,
IR 107976-B-B RGA-B RGA-323,300611935,IRRI,R,S,S,S,S,S,S,S,
IR 107976-B-B RGA-B RGA-569,300612044,IRRI,R,S,S,S,S,R,S,S,
IR 107976-B-B-B-B-4,300607648,IRRI,R,S,S,S,S,S,S,S,
IR 107971-B-20-1-1-1,300608003,IRRI,R,R,S,S,S,R,S,S,
IR 107976-B-B RGA-B RGA-488,300612273,IRRI,R,S,S,S,S,,S,S,
IR 106239-B-B RGA-B RGA-321,300438122,IRRI,R,S,S,S,S,S,,S,
IR 99993-B-B RGA-B RGA-B RGA-494-1,300431124,IRRI,R,R,S,S,S,R,S,S,
